,user_id,treatment,if_on,live_date,gender,age_range,live_stream_duration,live_stream_cnt,total_watching_duration,receive_amount,like_cnt,comment_cnt,share_cnt,voice_comment_cnt
1531967,483713954,1,0,2018-12-15,F,24-30,18663,6,72698,674.0,4834,822,0,0
3114400,241583328,0,0,2018-12-02,F,24-30,5835,1,385152,3675.0,2011,223,13,0
1544447,528484485,1,0,2018-12-02,M,50+,3250,1,22499,56.0,554,93,2,0
3062103,61514192,0,0,2018-12-15,M,18-23,963,2,747,3.0,173,2,0,3
3194266,508757313,0,0,2018-12-06,M,50+,5281,1,76949,79.0,2510,63,2,12
793376,816846983,1,0,2018-12-20,F,41-49,2653,2,2960,10.0,72,45,0,0
2645849,524240953,1,0,2018-12-06,M,41-49,15037,2,1511131,1683.0,16725,830,50,0
1662988,2801341,1,0,2018-12-07,M,24-30,6534,3,24860,227.0,208,108,0,2
2367735,522135656,0,0,2018-12-20,F,31-40,3290,1,32643,1602.0,555,70,2,127
544586,1043123160,0,0,2018-12-17,M,18-23,677,1,681,0.0,3,23,0,0
3422177,370253512,0,0,2018-12-09,M,24-30,466,1,680,510.0,18,0,1,0
2847951,281894273,0,0,2018-12-15,F,24-30,12454,2,37838,656.0,221,500,0,61
3092602,163109140,0,0,2018-12-02,F,24-30,10267,2,62807,1269.0,4070,826,3,0
3022565,929541520,1,0,2018-12-14,F,41-49,1657,2,2864,22.0,119,69,1,0
3324262,18130702,1,0,2018-12-07,M,24-30,1253,1,1645,0.0,31,2,0,0
2487712,48726,1,0,2018-12-12,M,41-49,6541,2,4260814,10248.0,19696,2009,59,0
3363699,145267569,1,0,2018-12-04,F,31-40,15048,4,298976,27130.0,7106,456,10,0
2424232,739118201,0,0,2018-12-17,M,18-23,4,1,0,0.0,0,0,0,0
1641868,916802311,0,0,2018-12-13,M,31-40,7815,4,11252,0.0,67,9,0,0
962383,438912390,1,0,2018-12-17,M,41-49,715,1,0,0.0,0,0,0,0
1425689,128934243,1,0,2018-12-16,M,31-40,612,1,579,0.0,92,0,0,0
2306545,342984177,0,0,2018-12-06,F,31-40,2578,2,9325,609.0,455,69,0,0
3493432,601676678,1,0,2018-12-15,F,24-30,130,2,190,0.0,1,2,0,3
2195134,938708153,0,0,2018-12-02,M,50+,3741,2,774,0.0,1,0,0,0
519347,837322877,0,0,2018-12-15,F,31-40,114,4,13,0.0,0,0,0,0
1970107,91593638,0,0,2018-12-11,M,31-40,6967,1,92242,6.0,562,197,4,0
953134,416140407,1,0,2018-12-13,M,24-30,627,1,262,0.0,38,1,0,0
1621382,804183207,1,0,2018-12-18,M,31-40,874,2,595,1.0,0,26,0,0
3055769,45451015,1,0,2018-12-06,F,18-23,645,2,92,0.0,1,1,0,0
2343531,445859768,0,0,2018-12-12,F,24-30,87,1,0,0.0,0,0,0,0
3206354,554916621,1,0,2018-12-17,F,31-40,2824,4,562,8.0,24,1,0,0
2587749,356029403,0,0,2018-12-18,M,24-30,1210,10,130,0.0,0,0,0,0
839976,19974468,1,0,2018-12-16,F,18-23,21,1,2,0.0,0,0,0,0
2871899,376714115,0,0,2018-12-03,F,18-23,6312,3,7855,6.0,1785,93,1,0
3528463,730260068,0,0,2018-12-20,F,31-40,117,2,0,0.0,0,0,0,0
809067,900903449,0,0,2018-12-03,M,41-49,388,2,100,0.0,1,0,0,0
38155,124009184,1,0,2018-12-13,F,24-30,10739,2,19176,52.0,538,186,3,0
990464,523685754,1,0,2018-12-15,M,18-23,1900,4,791,0.0,4,5,0,0
3532744,744887980,0,0,2018-12-13,F,24-30,1368,1,6138,0.0,3,33,0,0
3401962,287861904,0,0,2018-12-14,M,24-30,788,1,25,0.0,0,0,0,0
2248468,114210710,1,0,2018-12-10,F,18-23,67,1,7,0.0,0,0,0,0
2564401,252096873,0,0,2018-12-09,M,18-23,1281,2,127,0.0,49,3,0,0
326939,157401661,1,0,2018-12-15,F,18-23,254,1,168,0.0,4,1,0,0
2046423,379258964,0,0,2018-12-17,F,31-40,2205,1,4604,5.0,486,76,0,0
1421560,115294565,1,0,2018-12-18,F,31-40,2639,4,1600,7.0,25,7,1,0
3495439,609613048,0,0,2018-12-08,M,31-40,519,1,99,65.0,0,0,0,0
1136175,83264332,0,0,2018-12-18,M,18-23,5490,3,21445,102.0,50,201,2,0
1946290,17267646,0,0,2018-12-11,M,24-30,2404,5,1899,6.0,39,4,0,0
1002716,574662056,0,0,2018-12-14,F,24-30,740,1,5266,213.0,5,25,0,0
108531,387442692,1,0,2018-12-17,F,31-40,2542,4,3340,14.0,185,12,0,0
2657725,577818256,0,0,2018-12-08,M,18-23,646,1,13518,32.0,622,62,3,0
3368719,157878349,0,0,2018-12-09,F,24-30,509,2,105,0.0,3,1,0,0
273630,1114378304,1,0,2018-12-02,M,41-49,60,1,0,0.0,0,0,0,0
640651,300165467,1,0,2018-12-15,F,50+,1612,1,6901,160.0,1260,91,2,0
2168312,789985228,0,0,2018-12-02,F,50+,2120,1,2430,0.0,267,32,0,0
2450232,822237380,0,0,2018-12-09,F,31-40,7996,1,77967,60.0,6932,289,6,90
92288,334280258,1,0,2018-12-10,F,18-23,431,1,356,0.0,7,1,1,0
3303364,984507523,0,0,2018-12-07,M,31-40,56,1,0,0.0,0,0,0,0
101126,364346112,0,0,2018-12-19,M,18-23,9686,5,41285,0.0,22545,175,5,0
1048884,743936941,0,0,2018-12-11,F,18-23,1539,5,622,0.0,15,2,0,0
1990228,154775393,1,0,2018-12-10,M,24-30,1386,2,848,0.0,1,2,0,0
1458227,239822501,0,0,2018-12-13,F,24-30,1843,1,42568,0.0,1003,125,3,0
3394914,252573664,1,0,2018-12-06,F,50+,1793,1,12135,133.0,316,107,1,0
1482210,346875902,0,0,2018-12-11,M,18-23,1228,1,2455,3.0,221,38,0,0
2226982,44947997,0,0,2018-12-15,F,31-40,1825,1,23999,76.0,298,83,1,0
2345908,453700120,0,0,2018-12-01,M,18-23,2288,5,2614,12.0,315,10,0,0
852081,56170511,0,0,2018-12-06,M,18-23,1152,1,66,0.0,0,0,0,0
3432511,400272033,1,0,2018-12-11,M,31-40,68,1,0,0.0,0,0,0,0
742715,650870822,0,0,2018-12-12,F,18-23,1141,2,245,0.0,85,0,0,0
478857,698795241,0,0,2018-12-10,F,18-23,81,1,9,0.0,0,0,0,0
2826467,200697872,0,0,2018-12-03,M,31-40,13,1,4,0.0,0,0,0,0
2345119,450154071,1,0,2018-12-06,F,50+,24,2,10,0.0,0,0,0,0
1858033,670519613,0,0,2018-12-01,M,18-23,562,1,1314,0.0,180,19,1,0
1985114,140781387,1,0,2018-12-17,M,18-23,12,1,0,0.0,0,0,0,0
1244387,454951232,0,0,2018-12-08,M,18-23,428,1,29,0.0,2,0,0,0
1712720,155504047,0,0,2018-12-16,M,41-49,414,1,291,0.0,57,1,0,0
605159,158076494,0,0,2018-12-19,F,18-23,2812,2,5862,57.0,76,76,0,0
2639149,502211933,1,0,2018-12-13,F,24-30,1122,1,427,0.0,1,10,0,0
1411122,80477315,1,0,2018-12-12,M,18-23,144,1,0,0.0,0,0,0,0
2968592,703193866,0,0,2018-12-02,F,24-30,1253,1,2771,30.0,239,35,1,0
2685514,686748493,0,0,2018-12-03,M,41-49,7079,1,46900,454.0,2638,146,8,0
2148543,727799351,1,0,2018-12-18,M,24-30,78,1,51,0.0,0,1,0,0
3331670,43386985,1,0,2018-12-06,F,31-40,787,1,1240,5.0,12,23,1,0
3132863,330706752,0,0,2018-12-08,M,24-30,2664,2,17876,53.0,675,75,0,0
498272,762624786,0,0,2018-12-16,F,24-30,4305,3,5565,60.0,951,57,1,25
1564219,611118127,1,0,2018-12-04,M,31-40,48,1,0,0.0,0,0,0,0
3439245,418188321,0,0,2018-12-18,F,24-30,3314,1,12452,12.0,53,85,0,8
609345,172691835,0,0,2018-12-15,M,18-23,4713,3,1393,14.0,20,4,0,0
1908239,840326679,1,0,2018-12-14,M,50+,510,2,9,0.0,0,0,0,0
554791,5257022,1,0,2018-12-02,M,18-23,2397,2,128189,74.0,1513,164,3,0
1273093,551620948,1,0,2018-12-14,M,31-40,394,2,0,0.0,0,0,0,0
1188454,266917165,0,0,2018-12-06,F,24-30,14531,1,104909,335.0,3350,807,3,0
196353,680819841,0,0,2018-12-17,F,18-23,1179,2,3187,745.0,267,22,0,0
1234747,428661553,1,0,2018-12-10,M,41-49,2405,1,17988,483.0,111,55,1,0
3054277,41637361,0,0,2018-12-13,M,18-23,1172,2,4148,38.0,113,56,0,4
3517889,692889189,0,0,2018-12-06,M,31-40,1310,1,551,35.0,1,5,1,0
485997,724568313,0,0,2018-12-05,M,31-40,396,1,902,4.0,13,3,3,0
262842,995167316,0,0,2018-12-17,F,31-40,3612,3,6529,1.0,111,74,1,34
2057179,410400100,0,0,2018-12-02,F,24-30,10852,2,77007,3948.0,887,491,1,3
2955693,660438881,0,0,2018-12-15,M,50+,253,1,0,0.0,0,0,0,0
646230,325746659,0,0,2018-12-04,M,24-30,42,1,0,0.0,0,0,0,0
1671013,23671385,1,0,2018-12-01,F,18-23,4067,7,5627,62.0,424,28,0,0
197318,683905716,1,0,2018-12-04,M,24-30,7170,1,576,0.0,18,0,2,0
614325,195969531,0,0,2018-12-04,F,18-23,1974,1,5023,40.0,920,12,0,16
1721537,190392576,0,0,2018-12-08,F,18-23,251,1,161,0.0,7,3,0,0
2026829,304306047,1,0,2018-12-19,M,24-30,150,1,25,0.0,0,0,0,0
163800,554144604,1,0,2018-12-19,F,18-23,8975,7,19740,98.0,425,345,0,0
98011,355452162,1,0,2018-12-19,F,24-30,8304,5,8761,38.0,33,101,0,0
2323509,395690194,0,0,2018-12-02,F,18-23,7091,4,14597,428.0,542,180,3,0
2011228,234589452,1,0,2018-12-12,F,24-30,3627,1,80214,122.0,895,154,2,0
2543968,178342283,0,0,2018-12-14,M,24-30,279,1,5,0.0,0,0,0,0
1565704,617893363,0,0,2018-12-03,F,41-49,3809,2,17430,71.0,2116,141,2,32
954036,418674848,1,0,2018-12-01,M,31-40,7181,2,333146,2442.0,30130,415,120,0
1817036,506144246,1,0,2018-12-18,F,24-30,27,1,7,0.0,0,0,0,0
1104071,1087419028,0,0,2018-12-08,M,31-40,1419,4,90,0.0,11,4,0,0
558922,15932115,0,0,2018-12-05,F,18-23,13774,5,93898,1150.0,1343,339,3,0
1895831,791208870,1,0,2018-12-04,M,41-49,26,1,0,0.0,0,0,0,0
1877933,736487320,0,0,2018-12-12,F,24-30,1113,2,1181,2.0,5,4,0,0
2870719,373995906,0,0,2018-12-09,M,18-23,17,1,8,0.0,1,0,0,0
1654739,1065613038,0,0,2018-12-08,F,24-30,1146,1,126,17.0,10,0,0,0
1717151,171361967,0,0,2018-12-02,F,12-17,1860,3,7759,33.0,313,96,0,0
2152353,739832216,0,0,2018-12-10,F,41-49,2072,2,213,0.0,19,0,0,0
34539,113179183,1,0,2018-12-10,F,24-30,6052,2,25194,86.0,176,73,4,0
2855592,320833758,0,0,2018-12-15,M,31-40,1283,1,14448,56.0,707,22,2,0
3370068,161624468,1,0,2018-12-18,M,24-30,6920,8,2644,0.0,9,56,2,0
3084856,141411633,0,0,2018-12-14,M,18-23,403,1,38,0.0,0,0,0,0
2542908,174457688,0,0,2018-12-16,M,24-30,612,1,28,0.0,0,0,0,0
3199200,527403317,1,0,2018-12-01,F,50+,15083,2,360691,467.0,6870,262,55,0
1022627,655279801,1,0,2018-12-06,F,31-40,2745,1,3516,14.0,35,33,0,0
1626039,821728605,0,0,2018-12-04,M,50+,856,1,210,0.0,0,0,0,0
2551860,209904242,0,0,2018-12-15,M,31-40,248,2,361,0.0,10,2,0,0
2878337,395690085,1,0,2018-12-02,M,24-30,879,2,3678,0.0,68,1,0,0
1006721,592947427,1,0,2018-12-04,F,18-23,8200,4,11065,18.0,124,121,3,44
2385495,599904932,0,0,2018-12-19,F,24-30,3535,2,3579,20.0,627,52,0,0
2980015,741388984,0,0,2018-12-11,M,31-40,797,3,7,0.0,0,0,0,0
2856699,325021422,0,0,2018-12-18,M,24-30,373,1,429,0.0,0,0,0,5
3307866,1040260688,0,0,2018-12-04,F,31-40,785,2,2669,0.0,50,14,0,0
2769035,10676859,0,0,2018-12-06,F,18-23,5921,1,51929,3748.0,311,154,5,0
2474308,998932730,1,0,2018-12-03,F,18-23,642,2,299,0.0,40,4,0,0
1615362,782602804,0,0,2018-12-04,F,24-30,927,1,924,1.0,118,14,0,0
2777445,31104201,0,0,2018-12-11,F,18-23,290,1,232,0.0,1,0,0,0
1846703,629336419,0,0,2018-12-15,M,24-30,378,2,33,0.0,0,0,0,0
383626,381863366,0,0,2018-12-05,F,18-23,12319,1,203846,39.0,1054,545,6,0
1544366,528096565,0,0,2018-12-09,F,41-49,717,1,81,0.0,3,1,0,0
1824860,536872580,0,0,2018-12-06,F,31-40,360,1,329,0.0,91,0,0,0
2496517,25264826,1,0,2018-12-13,M,18-23,4204,1,29104,0.0,382,19,6,0
2187440,881234477,1,0,2018-12-20,F,18-23,3627,5,3295,5.0,388,40,1,0
2931289,557993330,1,0,2018-12-03,F,31-40,132,1,224,0.0,7,1,0,0
2105086,559482618,0,0,2018-12-20,F,24-30,7934,3,21495,136.0,746,154,4,194
1035835,701413590,0,0,2018-12-02,M,24-30,4324,3,5564,0.0,352,25,0,0
3464210,485753039,1,0,2018-12-10,F,24-30,144,1,136,0.0,2,1,0,0
2299420,313085048,0,0,2018-12-20,F,24-30,764,1,1283,13.0,6,20,0,0
3075944,112265971,1,0,2018-12-15,M,31-40,1198,4,762,0.0,107,4,0,0
1447348,205692002,0,0,2018-12-03,F,18-23,844,4,408,0.0,5,8,0,0
1346513,812322675,0,0,2018-12-15,M,18-23,266,1,20,0.0,0,0,0,0
3414882,347640090,0,0,2018-12-18,F,31-40,5221,2,11098,36.0,2713,120,0,11
2505965,55861847,0,0,2018-12-06,M,24-30,1093,2,107,0.0,36,0,0,0
376453,359100067,0,0,2018-12-15,M,31-40,227,2,30,0.0,0,0,0,0
375898,357504694,0,0,2018-12-07,M,31-40,3287,6,1786,48.0,45,0,0,0
888244,173957921,1,0,2018-12-06,M,18-23,4483,6,1418,3.0,385,1,0,0
2680181,668450512,0,0,2018-12-06,F,24-30,11730,1,74887,1400.0,33459,553,9,0
1884116,754658356,1,0,2018-12-15,M,50+,6287,1,44552,174.0,5416,39,7,0
1400405,44807590,1,0,2018-12-14,F,18-23,4751,5,4150,12.0,37,20,0,0
59775,197297620,1,0,2018-12-04,F,18-23,2144,4,5734,11.0,26,42,0,0
2890767,428944696,1,0,2018-12-07,F,24-30,1459,1,3,0.0,0,0,0,0
1656200,1083309587,0,0,2018-12-15,M,24-30,2134,4,177,0.0,0,0,0,0
2443277,796998946,0,0,2018-12-19,M,31-40,8992,7,39896,111.0,149,114,3,100
2505276,53797434,1,0,2018-12-17,F,18-23,7237,1,2218601,34884.0,24363,545,69,0
1245904,458753602,0,0,2018-12-09,F,31-40,2695,1,27473,101.0,328,86,0,0
1279314,581170871,1,0,2018-12-16,F,31-40,250,1,90,1.0,69,1,0,0
1281316,589225580,0,0,2018-12-17,M,41-49,957,2,4681,115.0,800,39,3,10
231477,792809940,0,0,2018-12-02,F,18-23,4735,1,56046,283.0,761,271,1,8
1922945,942171552,0,0,2018-12-05,F,41-49,981,1,989,0.0,14,4,0,24
390837,402682502,1,0,2018-12-20,M,41-49,8292,1,70836,80.0,2407,61,6,0
1003190,576605452,0,0,2018-12-03,F,31-40,967,1,3948,0.0,3,48,0,0
2171625,803343443,0,0,2018-12-15,F,31-40,10350,9,46875,48.0,706,364,4,0
1673050,29662357,1,0,2018-12-07,M,18-23,5533,1,72056,2346.0,6648,274,4,0
1786101,422641749,0,0,2018-12-15,F,24-30,307,1,20,0.0,0,0,0,0
3585371,1055354266,1,0,2018-12-09,M,41-49,11064,4,24349,0.0,341,211,1,0
743953,654752024,0,0,2018-12-13,F,24-30,191,1,0,0.0,0,0,0,0
68610,229124311,0,0,2018-12-04,F,24-30,157,1,1,0.0,0,0,0,0
897981,214341303,0,0,2018-12-15,M,18-23,1617,2,3105,49.0,4,36,0,0
472430,679029378,0,0,2018-12-09,F,41-49,9744,3,26917,6.0,122,112,0,69
3467222,496324834,1,0,2018-12-02,F,31-40,2089,1,5034,6.0,10,48,1,0
2865667,358121242,1,0,2018-12-14,F,50+,1431,1,92137,314.0,1233,109,2,0
1746604,290550842,0,0,2018-12-17,F,24-30,120,1,2,0.0,0,0,0,0
62611,208171015,1,0,2018-12-17,F,24-30,1607,2,1826,0.0,22,40,0,0
3468601,500810406,0,0,2018-12-20,F,41-49,24,1,0,0.0,0,0,0,0
2364564,510253058,0,0,2018-12-01,M,31-40,160,2,7,0.0,0,0,0,0
636059,278244113,0,0,2018-12-02,F,18-23,215,1,25,0.0,4,1,0,0
2067833,435796380,1,0,2018-12-02,F,24-30,35758,8,448413,5882.0,5551,1520,15,0
3074641,106694470,1,0,2018-12-18,F,24-30,152,1,11,0.0,0,0,0,0
2529690,133625481,1,0,2018-12-18,M,18-23,228,2,249,0.0,0,2,0,0
1935260,1086543845,1,0,2018-12-01,F,18-23,104,1,0,0.0,0,0,0,0
2885163,415069926,0,0,2018-12-04,F,31-40,10246,4,211425,58.0,4864,310,12,0
725475,582041425,1,0,2018-12-01,F,24-30,99,1,5,0.0,0,0,0,0
3024294,946741755,0,0,2018-12-03,M,24-30,1380,2,98,0.0,0,1,0,0
407330,444697007,1,0,2018-12-08,F,31-40,7,1,0,0.0,0,0,0,0
3453167,453863506,1,0,2018-12-16,M,41-49,598,1,49,0.0,0,0,0,0
3394444,250673649,0,0,2018-12-18,F,18-23,90,2,56,0.0,0,1,0,0
3179000,463917167,1,0,2018-12-14,F,24-30,4885,4,16757,58.0,651,38,6,0
817603,980639820,1,0,2018-12-05,F,41-49,11080,1,242229,1799.0,14169,196,30,0
2581399,332689736,1,0,2018-12-17,M,41-49,2145,1,11952,502.0,68,62,0,0
328136,160537742,1,0,2018-12-04,M,31-40,2839,2,2614,11.0,133,25,1,20
3392336,241760342,0,0,2018-12-09,F,31-40,7249,4,15266,524.0,28,62,2,0
2055778,406986040,1,0,2018-12-13,M,24-30,20299,5,81502,449.0,2838,264,7,0
3462652,480679828,0,0,2018-12-11,M,31-40,49,1,3,0.0,0,0,0,0
3278860,811049823,0,0,2018-12-08,F,31-40,2260,5,1435,1.0,24,10,2,0
1252233,475024922,1,0,2018-12-05,F,31-40,58,1,16,0.0,0,0,0,0
2581630,333971861,0,0,2018-12-07,F,24-30,8299,3,58180,539.0,2732,130,9,2
1410331,77410914,0,0,2018-12-18,M,18-23,6683,1,5767,16.0,453,19,0,0
325184,152309951,0,0,2018-12-04,M,18-23,179,1,148,0.0,0,3,0,0
670213,403689381,0,0,2018-12-04,M,18-23,3865,3,721,1.0,3,7,0,0
3353332,112175575,1,0,2018-12-20,F,18-23,7965,3,24445,717.0,306,415,2,0
1957270,50135338,0,0,2018-12-11,M,41-49,1595,1,5828,2.0,17,19,0,0
2144994,717514349,0,0,2018-12-20,F,31-40,12048,2,30255,24.0,3705,187,8,46
134948,457251639,1,0,2018-12-07,M,31-40,24,1,0,0.0,0,0,0,0
1799883,456610333,1,0,2018-12-01,M,41-49,2426,2,331,0.0,29,0,0,0
2109471,580380937,1,0,2018-12-09,M,18-23,819,2,7,0.0,0,0,0,0
3100161,195847469,0,0,2018-12-02,F,31-40,3457,2,13973,2.0,276,118,5,0
209759,724347949,0,0,2018-12-09,F,41-49,11061,4,25902,159.0,1247,37,1,0
30769,99981115,1,0,2018-12-20,M,24-30,628,1,929,0.0,37,13,0,0
2435476,771530126,1,0,2018-12-16,M,31-40,11938,4,610627,178.0,7453,351,52,0
2334642,424986812,1,0,2018-12-17,M,31-40,10428,2,488878,64.0,2172,349,7,0
626575,236946558,0,0,2018-12-12,F,24-30,981,5,244,0.0,23,2,2,0
1624345,814295114,1,0,2018-12-18,F,31-40,646,2,207,0.0,0,0,0,0
1880084,742417985,1,0,2018-12-06,F,24-30,9144,5,42598,65.0,210,298,3,0
411097,455524720,0,0,2018-12-18,F,31-40,620,1,1415,1.0,146,1,0,21
335303,190003204,1,0,2018-12-20,F,41-49,59,1,0,0.0,0,0,0,0
2008704,227587041,0,0,2018-12-06,M,31-40,710,1,1248,11.0,46,5,0,1
2892686,433269510,0,0,2018-12-15,M,31-40,1906,9,225,0.0,7,2,0,0
2098059,529617692,0,0,2018-12-20,F,31-40,1385,1,477,0.0,17,1,0,0
3311636,1082190641,0,0,2018-12-11,F,24-30,13873,3,28763,72.0,3446,223,2,0
877047,140648606,1,0,2018-12-10,F,24-30,534,1,889,3.0,7,10,0,0
2982313,748689459,1,0,2018-12-19,F,31-40,37,1,9,0.0,0,0,0,0
1220827,391250530,1,0,2018-12-10,M,31-40,13254,1,5427974,5738.0,57373,747,110,0
423973,489628478,0,0,2018-12-09,F,41-49,34,1,0,0.0,0,0,0,0
2863210,349907426,0,0,2018-12-17,F,12-17,4270,5,24711,591.0,523,204,0,0
2004037,209749299,0,0,2018-12-17,M,31-40,912,2,978,2.0,3,7,0,1
1555392,573875493,0,0,2018-12-05,M,18-23,589,3,658,10.0,25,7,0,0
2014405,244556370,0,0,2018-12-05,F,24-30,10630,3,113960,1058.0,639,473,7,0
1044826,731804366,0,0,2018-12-02,F,31-40,6030,3,27711,28.0,175,179,4,0
1004264,582333083,0,0,2018-12-19,F,31-40,160,1,0,0.0,0,0,0,0
1412126,84079836,0,0,2018-12-17,F,24-30,1456,2,2712,0.0,129,41,0,0
2714713,778291802,0,0,2018-12-10,F,41-49,5500,5,4239,0.0,131,42,0,3
1732185,230252994,0,0,2018-12-17,M,24-30,4081,3,11449,30.0,423,105,1,0
2263167,158665263,0,0,2018-12-16,F,18-23,3163,3,3023,1.0,19,54,0,0
1232514,423923586,1,0,2018-12-13,F,31-40,1713,1,3446,311.0,77,40,0,0
3018580,899858906,0,0,2018-12-17,F,24-30,2686,1,4718,0.0,46,71,0,19
3344919,84924780,0,0,2018-12-10,F,41-49,2542,1,2787,2.0,49,2,0,0
949017,404075549,0,0,2018-12-15,F,31-40,3934,2,25070,1.0,2243,34,6,0
2606436,410144555,1,0,2018-12-05,F,18-23,2633,1,11035,120.0,64,132,1,22
1425217,127348373,1,0,2018-12-19,M,31-40,1096,2,22,0.0,0,0,0,0
946402,396967812,0,0,2018-12-12,M,31-40,1044,1,4560,3.0,9,69,0,0
2664829,609966528,1,0,2018-12-05,F,24-30,16665,3,139188,5785.0,2478,753,11,0
2416352,715787764,0,0,2018-12-11,M,24-30,793,1,1062,0.0,133,13,0,0
1075716,835713106,1,0,2018-12-19,M,41-49,214,1,5,0.0,0,0,0,0
1318155,721188398,1,0,2018-12-16,F,31-40,8173,4,58265,748.0,387,269,5,53
1004568,583505605,1,0,2018-12-09,F,31-40,7641,2,31721,279.0,541,113,2,8
2788180,69642428,1,0,2018-12-05,F,24-30,1169,1,1081,10.0,28,13,1,0
1958063,52348094,0,0,2018-12-19,M,24-30,15331,2,2148154,3791.0,15526,691,43,0
409078,449865560,0,0,2018-12-14,F,18-23,1279,3,2096,0.0,37,19,0,0
2816842,160742099,1,0,2018-12-07,F,18-23,200,1,186,0.0,10,2,0,0
3403085,294137784,0,0,2018-12-15,F,18-23,1195,2,733,0.0,35,3,0,0
2122776,638295365,0,0,2018-12-20,M,41-49,12,1,0,0.0,0,0,0,0
2529247,132495105,0,0,2018-12-16,M,24-30,607,1,455,0.0,241,19,0,0
2935415,579144629,0,0,2018-12-18,F,31-40,1154,1,7301,0.0,118,30,1,12
1785011,420203378,0,0,2018-12-16,F,24-30,33671,8,1111442,15245.0,11210,853,57,0
730091,601925146,1,0,2018-12-12,F,31-40,1089,3,1113,0.0,19,9,0,0
17769,54213133,0,0,2018-12-05,F,18-23,343,3,226,0.0,0,1,0,0
1290950,629131446,0,0,2018-12-14,M,41-49,291,1,0,0.0,0,0,0,0
807403,891956004,0,0,2018-12-19,F,24-30,3177,4,4553,31.0,229,61,2,0
810007,908533812,1,0,2018-12-14,M,31-40,7997,2,262005,3934.0,2414,642,11,0
2825049,195365298,0,0,2018-12-07,M,18-23,1093,1,2098,0.0,20,36,0,0
793521,817118839,1,0,2018-12-17,F,31-40,193,1,2,0.0,0,0,0,0
2179745,835990993,0,0,2018-12-08,M,24-30,2019,1,10631,35.0,883,35,2,0
1078017,849641072,1,0,2018-12-20,M,18-23,254,1,41,0.0,0,0,0,0
517886,829401002,0,0,2018-12-15,M,31-40,61,1,0,0.0,0,0,0,0
1147603,121129718,0,0,2018-12-09,M,24-30,18784,5,388002,361.0,11156,805,24,0
1965519,76683249,1,0,2018-12-13,M,31-40,7374,1,30069,23.0,3630,251,1,15
2212274,1134878166,0,0,2018-12-02,M,41-49,4511,4,29568,1888.0,2192,45,3,0
2312831,364133630,0,0,2018-12-13,M,31-40,6849,1,57544,1.0,1504,92,2,0
3581333,1006409175,1,0,2018-12-10,M,31-40,3828,2,8846,5.0,29,26,3,51
3058167,51281372,1,0,2018-12-06,F,18-23,291,1,178,0.0,22,2,0,0
485736,723611422,1,0,2018-12-17,M,31-40,767,5,21732,1.0,332,261,2,0
766532,730398582,1,0,2018-12-05,F,50+,5051,3,12151,17.0,258,16,12,0
176956,611983502,1,0,2018-12-12,M,31-40,1754,1,3392,30.0,2895,26,0,0
1342456,797371388,0,0,2018-12-08,F,31-40,8153,2,41767,51.0,270,255,7,92
2440602,787220814,0,0,2018-12-02,M,31-40,3846,10,7456,20.0,261,50,1,64
572061,54059152,1,0,2018-12-19,M,18-23,5066,3,214252,264.0,899,127,4,0
2446134,807825294,0,0,2018-12-06,M,24-30,4775,1,31648,123.0,507,322,1,0
2493120,17785952,0,0,2018-12-18,M,18-23,36,1,1,0.0,0,0,0,0
1367507,935840381,1,0,2018-12-08,F,41-49,132,3,0,0.0,0,0,0,0
1521929,457965920,1,0,2018-12-08,F,18-23,3583,3,3132,10.0,229,27,0,0
818736,994866058,1,0,2018-12-03,F,18-23,557,1,200,0.0,3,3,0,0
2442308,793977707,0,0,2018-12-02,F,31-40,5830,1,5157,40.0,259,47,8,0
734193,619122612,0,0,2018-12-10,M,31-40,2259,1,411,2.0,2,0,2,0
2748713,957808373,1,0,2018-12-12,F,31-40,2623,1,12742,40.0,537,29,0,69
1170873,202216386,1,0,2018-12-13,M,24-30,2224,1,3640,0.0,69,61,0,0
1181184,235270017,1,0,2018-12-06,M,24-30,41,1,0,0.0,0,0,0,0
2456193,853859282,0,0,2018-12-19,F,24-30,1064,1,341,0.0,43,2,1,0
1226858,407657102,1,0,2018-12-07,F,31-40,7921,6,58205,20.0,10398,256,7,0
1316498,716919770,0,0,2018-12-02,F,18-23,2878,1,8972,1.0,72,14,0,0
2109652,581201224,1,0,2018-12-16,F,24-30,9670,2,121662,6833.0,3171,242,8,0
523371,859669773,1,0,2018-12-17,F,24-30,12252,3,6874438,7218.0,23216,2110,224,0
3416656,352622236,1,0,2018-12-18,F,18-23,502,1,3850,0.0,13,22,0,0
1689041,83549398,0,0,2018-12-20,M,18-23,2948,1,4868,115.0,512,41,1,0
159563,535980432,1,0,2018-12-07,F,24-30,987,5,1022,9.0,57,13,2,0
2044968,375027529,0,0,2018-12-12,M,41-49,1163,2,1016,0.0,23,3,0,0
765284,726541430,1,0,2018-12-15,M,50+,2771,2,1693,32.0,4,23,0,0
3225590,638924597,0,0,2018-12-01,F,31-40,5402,1,87321,0.0,873,213,3,0
3020104,909476735,0,0,2018-12-18,F,31-40,2166,1,3556,147.0,431,7,0,47
572006,53891530,1,0,2018-12-14,M,18-23,79,1,18,0.0,0,0,0,0
215676,742904903,1,0,2018-12-02,F,24-30,914,3,1418,0.0,106,10,0,0
3333274,46773966,0,0,2018-12-09,M,31-40,547,1,19,0.0,0,0,0,0
